orgId,nameOfficial,divisionRoman,conferenceId,conferenceName,webSiteUrl,athleticWebUrl
183,University of Denver,I,819,The Summit League,www.du.edu,denverpioneers.com
176,DePaul University,I,30184,Big East Conference,www.depaul.edu,www.depaulbluedemons.com
184,University of Detroit Mercy,I,881,Horizon League,www.udmercy.edu,www.detroittitans.com
189,Drake University,I,884,Missouri Valley Conference,https://www.drake.edu/,godrakebulldogs.com/
191,Drexel University,I,837,Coastal Athletic Association,www.drexel.edu,www.drexeldragons.com
193,Duke University,I,821,Atlantic Coast Conference,www.duke.edu,www.goduke.com
194,Duquesne University,I,820,Atlantic 10 Conference,www.duq.edu,www.GoDuquesne.com
196,East Carolina University,I,823,American Athletic Conference,www.ecu.edu,www.ecupirates.com
198,East Tennessee State University,I,912,Southern Conference,www.etsu.edu,www.etsubucs.com
201,Eastern Illinois University,I,902,Ohio Valley Conference,www.eiu.edu,www.eiupanthers.com
202,Eastern Kentucky University,I,920,Atlantic Sun Conference,www.eku.edu,www.ekusports.com
204,Eastern Michigan University,I,875,Mid-American Conference,www.emich.edu,www.emueagles.com
207,Eastern Washington University,I,825,Big Sky Conference,www.ewu.edu/,goeags.com
1068,Elon University,I,837,Coastal Athletic Association,www.elon.edu,www.elonphoenix.com
219,University of Evansville,I,884,Missouri Valley Conference,www.evansville.edu,www.gopurpleaces.com
220,Fairfield University,I,871,Metro Atlantic Athletic Conference,fairfield.edu,fairfieldstags.com
222,"Fairleigh Dickinson University, Metropolitan Campus",I,846,Northeast Conference,www.fdu.edu,www.fduknights.com
235,University of Florida,I,911,Southeastern Conference,www.ufl.edu,www.floridagators.com
228,Florida A&M University,I,916,Southwestern Athletic Conf.,www.famu.edu,www.famuathletics.com/
229,Florida Atlantic University,I,823,American Athletic Conference,www.fau.edu,www.fausports.com
28755,Florida Gulf Coast University,I,920,Atlantic Sun Conference,https://www.fgcu.edu/,fgcuathletics.com/
231,Florida International University,I,24312,Conference USA,www.fiu.edu,www.fiusports.com
234,Florida State University,I,821,Atlantic Coast Conference,www.fsu.edu,www.seminoles.com
236,Fordham University,I,820,Atlantic 10 Conference,www.fordham.edu,www.fordhamsports.com
244,Furman University,I,912,Southern Conference,www.furman.edu,www.furmanpaladins.com
1092,Gardner-Webb University,I,826,Big South Conference,gardner-webb.edu,gwusports.com/
248,George Mason University,I,820,Atlantic 10 Conference,www.gmu.edu,www.gomason.com
249,George Washington University,I,820,Atlantic 10 Conference,www.gwu.edu,www.gwsports.com/index.html
251,Georgetown University,I,30184,Big East Conference,georgetown.edu,guhoyas.com
257,University of Georgia,I,911,Southeastern Conference,www.uga.edu,www.georgiadogs.com
255,Georgia Institute of Technology,I,821,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com
253,Georgia Southern University,I,818,Sun Belt Conference,georgiasouthern.edu,gseagles.com
254,Georgia State University,I,818,Sun Belt Conference,gsu.edu,georgiastatesports.com
260,Gonzaga University,I,922,West Coast Conference,www.gonzaga.edu,www.gozags.com
261,Grambling State University,I,916,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com
1104,Grand Canyon University,I,923,Western Athletic Conference,www.gcu.edu/,www.gculopes.com
270,Hampton University,I,837,Coastal Athletic Association,hamptonu.edu,hamptonpirates.com
272,University of Hartford,I,839,Conference of New England,www.hartford.edu,hartfordhawks.com
275,Harvard University,I,865,The Ivy League,harvard.edu,gocrimson.com
277,"University of Hawaii, Manoa",I,904,Big West Conference,manoa.hawaii.edu,hawaiiathletics.com
19651,High Point University,I,826,Big South Conference,www.highpoint.edu,www.highpointpanthers.com
283,Hofstra University,I,837,Coastal Athletic Association,www.hofstra.edu,www.gohofstra.com
285,College of the Holy Cross,I,838,Patriot League,www.holycross.edu,goholycross.com/
288,University of Houston,I,25354,Big 12 Conference,www.uh.edu,www.uhcougars.com
287,Houston Christian University,I,914,Southland Conference,www.hc.edu,www.hcuhuskies.com
